江苏恒顺醋业股份有限公司,恒顺什锦菜,494705,上海联家超市有限公司新里城店,上海,江苏省镇江市恒顺大道66号,2017-03-27,375g/瓶,合格
江苏恒顺醋业股份有限公司,恒顺什锦菜,494705,苏州悦家超市有限公司家乐福东环店,江苏省,江苏省镇江市恒顺大道66号,2016-12-24,375g,合格
江苏恒顺醋业股份有限公司,恒顺香菜心,494707,上海联家超市有限公司新里城店,上海,江苏省镇江市恒顺大道66号,2017-03-25,375g/瓶,合格
江苏恒顺醋业股份有限公司,恒顺香菜心,494707,苏州润德商业有限公司,江苏省,江苏省镇江市恒顺大道66号,2016-12-10,375g,合格
江苏恒顺醋业股份有限公司,恒顺陈醋(酿造食醋),461525,福建新华都综合百货有限公司福州金山大景城分店,福建,江苏省镇江市恒顺大道66号,2017-05-19,500ml/瓶,合格
江苏恒顺醋业股份有限公司,恒顺陈醋(酿造食醋),461525,武汉汉福超市有限公司后湖分公司,湖北,江苏省镇江市恒顺大道66号,2017-01-17,500mL/瓶,合格
江苏恒顺醋业股份有限公司,镇江陈醋(酿造食醋),531251,福建新华都综合百货有限公司福州金山大景城分店,福建,江苏省镇江市恒顺大道66号,2017-02-23,500ml/瓶,合格
江苏恒顺醋业股份有限公司,宴会香醋(酿造食醋),461523,武汉汉福超市有限公司后湖分公司,湖北,江苏省镇江市恒顺大道66号,2017-02-26,500mL/瓶,合格
江苏恒顺醋业股份有限公司,镇江香醋（六年陈）,410641,天猫正其食品专营店,浙江,江苏省镇江市恒顺大道66号,2016-12-30,580ml/瓶,合格
江苏恒顺醋业股份有限公司,酱油,143255,阜阳华联集团股份有限公司中兴店,安徽省,江苏省镇江市恒顺大道66号,2015-05-21,380ml/袋                                                    ,合格
江苏恒顺醋业股份有限公司,白醋,49461,汇丰粮油批发零售,河南,江苏省镇江市恒顺大道66号,/,500mL/瓶,合格
江苏恒顺醋业股份有限公司,老抽酱油,49395,洛阳丹尼斯量贩有限公司政和分公司,河南,江苏省镇江市恒顺大道66号,2015-08-19,350mL/袋,合格
江苏恒顺醋业股份有限公司,龙口粉丝,7345,南宁市青秀南城百货有限公司,广西,江苏省镇江市恒顺大道66号,2015-05-06,200g/包,合格
通化葡萄酒股份有限公司,中国通化葡萄酒(红梅),423617,朝阳区隆悦源超市,/,吉林省通化市前兴路28号,2023-03-28,720ml/瓶,合格
通化葡萄酒股份有限公司,中国通化葡萄酒(红梅),423617,松原大润发商业有限公司,/,吉林省通化市前兴路28号,2022-03-10,720ml(酒精度: 15%vol)/瓶,合格
通化葡萄酒股份有限公司,中国通化葡萄酒(红梅),423617,高新技术产业开发区四季香约烟酒行,吉林,吉林省通化市前兴路28号,2020-06-11,720ml/瓶，15%vol,合格
通化葡萄酒股份有限公司,中国通化葡萄酒(红梅),423617,高新技术产业开发区和煦食品批发超市,吉林,吉林省通化市前兴路28号,2021-03-02,720ml/瓶，15%vol,合格
通化葡萄酒股份有限公司,中国通化葡萄酒(红梅),423617,长春市佰醇商贸有限公司,吉林,吉林省通化市前兴路28号,2020-01-13,720ml/瓶,合格
通化葡萄酒股份有限公司,中国通化葡萄酒(红梅),423617,通化葡萄酒股份有限公司,吉林,吉林省通化市前兴路28号,2019-08-01,720mL/瓶 酒精度15%vol,合格
通化葡萄酒股份有限公司,中国通化葡萄酒(红梅),423617,吉林市欧亚购物中心有限公司,吉林,吉林省通化市前兴路28号,2018-01-25,720mL/瓶 15%VOL,合格
通化葡萄酒股份有限公司,中国通化葡萄酒(红梅),423617,长春市新天地超市有限公司临河风景分店,吉林,吉林省通化市前兴路28号,2016-12-06,720ml/瓶15%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒9°,491269,九台区城西时代好又多食品超市,吉林,吉林省通化市前兴路28号,2023-01-10,720ml/瓶 酒精度:9%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒9°,491269,吉林亚泰超市有限公司,吉林,吉林省通化市前兴路28号,2022-12-12,720ml/瓶 9%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒9°,491269,长春一汽新世纪仓储超市有限公司,吉林,吉林省通化市前兴路28号,2022-01-22,720ml/瓶 9%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒9°,491269,吉林省威宝恒客隆仓储百货有限公司自由大卖场分公司,吉林,吉林省通化市前兴路28号,2021-03-15,720ml/瓶 9%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒9°,491269,宽城区蓝天保真烟酒店,吉林,吉林省通化市前兴路28号,2020-01-02,720ml/瓶,合格
通化葡萄酒股份有限公司,通化葡萄酒9°,491269,白山市浑江区合兴大厦方大名烟名酒专柜,吉林,吉林省通化市前兴路28号,2018-12-07,720ml/瓶 酒精度:9%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒9°,491269,长春欧亚超市连锁经营有限公司,吉林,吉林省通化市前兴路28号,2017-08-29,720mL/瓶 9%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒9°,491269,深圳沃尔玛百货零售有限公司长春重庆路分店,吉林,吉林省通化市前兴路28号,2016-09-12,"720ml/瓶
9%vol",合格
通化葡萄酒股份有限公司,通化葡萄酒,491267,吉林市丰满区徐蔬集一生鲜超市,/,吉林省通化市前兴路28号,/,720ml/瓶( 酒精度:15%vol),合格
通化葡萄酒股份有限公司,通化葡萄酒,491267,长春欧亚集团商业连锁经营有限公司钜城店,吉林,吉林省通化市前兴路28号,2022-08-08,720ml/瓶 酒精度：15%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒,491267,通化市欣明达商贸有限公司红星分公司,吉林,吉林省通化市前兴路28号,/,740ml/瓶 酒精度15%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒,491267,吉林省威宝恒客隆仓储百货有限公司桂林路店,吉林,吉林省通化市前兴路28号,2021-03-04,720ml/瓶 15%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒,491267,深圳沃尔玛百货零售有限公司长春重庆路分店,吉林,吉林省通化市前兴路28号,2019-06-28,720ml/瓶,合格
通化葡萄酒股份有限公司,通化葡萄酒,491267,德惠市胜利街草根儿购物中心,/,吉林省通化市前兴路28号,2018-03-20,720mL/瓶 15%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒,491267,深圳沃尔玛百货零售有限公司长春重庆路分店,吉林,吉林省通化市前兴路28号,2017-02-20,"720ml/瓶
15%vol",合格
通化葡萄酒股份有限公司,通化红梅山葡萄酒,2103083,长春市佰醇商贸有限公司,吉林,吉林省通化市前兴路28号,2023-04-28,725ml/瓶 15%vol,合格
通化葡萄酒股份有限公司,通化红梅山葡萄酒,2103083,镇赉县镇赉镇超百购生鲜超市,吉林,吉林省通化市前兴路28号,2018-07-25,720ml/瓶 9%vol,合格
通化葡萄酒股份有限公司,通化红梅山葡萄酒,2103083,白城市洮北区草根超市店,吉林,吉林省通化市前兴路28号,2018-07-25,720ml/瓶 9％vol,合格
通化葡萄酒股份有限公司,通化红梅山葡萄酒,2103083,长白山保护开发区延百购物中心有限公司,吉林,吉林省通化市前兴路28号,2019-01-18,720ml/瓶,合格
通化葡萄酒股份有限公司,通化红梅山葡萄酒,2103083,集安市通化葡萄酒经销处,吉林,吉林省通化市前兴路28号,2016-09-21,750ml/瓶,合格
通化葡萄酒股份有限公司,通化葡萄酒(红梅),1235251,靖宇县万家乐时代购物广场,吉林,吉林省通化市前兴路28号,2021-03-03,720ml/瓶 15%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒(红梅),1235251,通化县快大茂镇万臣酒类销售处,吉林,吉林省通化市前兴路28号,2022-01-26,720ml/瓶，15%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒(红梅),1235251,通化葡萄酒股份有限公司,吉林,吉林省通化市前兴路28号,2019-09-02,720mL/瓶 酒精度15%vol,合格
通化葡萄酒股份有限公司,通化红梅山葡萄酒15°,783401,长春欧亚集团辽源欧亚置业有限公司,吉林,吉林省通化市前兴路28号,2022-07-15,725ml/瓶  酒精度：15%vol,合格
通化葡萄酒股份有限公司,通化红梅山葡萄酒15°,783401,北京九润源电子商务有限公司,北京,吉林省通化市前兴路28号,2018-01-10,750ml/瓶 15%vol,合格
通化葡萄酒股份有限公司,通化牌原汁山葡萄酒,423611,吉林亚泰超市有限公司,吉林,吉林省通化市前兴路28号,2022-12-29,720ml/瓶 9%vol,合格
通化葡萄酒股份有限公司,通化牌原汁山葡萄酒,423611,长春一汽新世纪仓储超市有限公司,吉林,吉林省通化市前兴路28号,2022-01-20,720ml/瓶 9%vol,合格
通化葡萄酒股份有限公司,通化牌原汁山葡萄酒,423611,吉林省威宝恒客隆仓储百货有限公司自由大卖场分公司,吉林,吉林省通化市前兴路28号,2020-07-02,980ml/瓶 9%vol,合格
通化葡萄酒股份有限公司,通化牌原汁山葡萄酒,423611,北京华联综合超市股份有限公司哈尔滨第一分公司,黑龙江,吉林省通化市前兴路28号,2017-12-22,720ml/瓶 7%vol,合格
通化葡萄酒股份有限公司,通化牌原汁山葡萄酒,423611,舒兰市百佳超市有限责任公司,吉林,吉林省通化市前兴路28号,2016-11-08,"1L/瓶
7%vol",合格
通化葡萄酒股份有限公司,通化牌原汁山葡萄酒,423611,深圳沃尔玛百货零售有限公司长春重庆路分店,吉林,吉林省通化市前兴路28号,2017-02-27,"720ml/瓶
7%vol",合格
通化葡萄酒股份有限公司,通化牌原汁山葡萄酒,423611,舒兰市百佳超市有限责任公司,吉林,吉林省通化市前兴路28号,2016-12-14,"720ml/瓶
7%vol",合格
通化葡萄酒股份有限公司,通化红梅山葡萄酒,2103083,长春市佰醇商贸有限公司,吉林,吉林省通化市前兴路28号,2023-04-28,725ml/瓶 15%vol,合格
通化葡萄酒股份有限公司,通化红梅山葡萄酒,2103083,镇赉县镇赉镇超百购生鲜超市,吉林,吉林省通化市前兴路28号,2018-07-25,720ml/瓶 9%vol,合格
通化葡萄酒股份有限公司,通化红梅山葡萄酒,2103083,白城市洮北区草根超市店,吉林,吉林省通化市前兴路28号,2018-07-25,720ml/瓶 9％vol,合格
通化葡萄酒股份有限公司,通化红梅山葡萄酒,2103083,长白山保护开发区延百购物中心有限公司,吉林,吉林省通化市前兴路28号,2019-01-18,720ml/瓶,合格
通化葡萄酒股份有限公司,通化红梅山葡萄酒,2103083,集安市通化葡萄酒经销处,吉林,吉林省通化市前兴路28号,2016-09-21,750ml/瓶,合格
通化葡萄酒股份有限公司,中国通化葡萄酒（红梅）,783403,吉林亚泰超市有限公司,吉林,吉林省通化市前兴路28号,2022-12-30,720ml/瓶 15%vol,合格
通化葡萄酒股份有限公司,中国通化葡萄酒（红梅）,783403,长春润泰商业有限公司,吉林,吉林省通化市前兴路28号,2021-12-19,720ml/瓶，15%vol,合格
通化葡萄酒股份有限公司,中国通化葡萄酒（红梅）,783403,长春一汽新世纪仓储超市有限公司,吉林,吉林省通化市前兴路28号,2022-01-07,720ml/瓶 15%vol,合格
通化葡萄酒股份有限公司,中国通化葡萄酒（红梅）,783403,北京九润源电子商务有限公司,北京,吉林省通化市前兴路28号,2018-01-17,720ml/瓶 15%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒9°,491269,九台区城西时代好又多食品超市,吉林,吉林省通化市前兴路28号,2023-01-10,720ml/瓶 酒精度:9%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒9°,491269,吉林亚泰超市有限公司,吉林,吉林省通化市前兴路28号,2022-12-12,720ml/瓶 9%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒9°,491269,长春一汽新世纪仓储超市有限公司,吉林,吉林省通化市前兴路28号,2022-01-22,720ml/瓶 9%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒9°,491269,吉林省威宝恒客隆仓储百货有限公司自由大卖场分公司,吉林,吉林省通化市前兴路28号,2021-03-15,720ml/瓶 9%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒9°,491269,宽城区蓝天保真烟酒店,吉林,吉林省通化市前兴路28号,2020-01-02,720ml/瓶,合格
通化葡萄酒股份有限公司,通化葡萄酒9°,491269,白山市浑江区合兴大厦方大名烟名酒专柜,吉林,吉林省通化市前兴路28号,2018-12-07,720ml/瓶 酒精度:9%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒9°,491269,长春欧亚超市连锁经营有限公司,吉林,吉林省通化市前兴路28号,2017-08-29,720mL/瓶 9%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒9°,491269,深圳沃尔玛百货零售有限公司长春重庆路分店,吉林,吉林省通化市前兴路28号,2016-09-12,"720ml/瓶
9%vol",合格
通化葡萄酒股份有限公司,通化干红葡萄酒,662215,长春欧亚集团商业连锁经营有限公司钜城店,吉林,吉林省通化市前兴路28号,2022-07-26,750ml/瓶 酒精度：12.5%vol,合格
通化葡萄酒股份有限公司,通化干红葡萄酒,662215,长春欧亚集团通化欧亚购物中心有限公司,吉林,吉林省通化市前兴路28号,/,750ml/瓶 酒精度:12.5%vol,合格
通化葡萄酒股份有限公司,通化干红葡萄酒,662215,吉林省威宝恒客隆仓储百货有限公司自由大卖场分公司,吉林,吉林省通化市前兴路28号,2020-03-18,750ml/瓶12.5%vol,合格
通化葡萄酒股份有限公司,通化干红葡萄酒,662215,高新技术产业开发区和煦食品批发超市,吉林,吉林省通化市前兴路28号,2021-03-31,750ml/瓶，12.5%vol,合格
通化葡萄酒股份有限公司,通化干红葡萄酒,662215,松原飞宇世纪商城有限公司,吉林,吉林省通化市前兴路28号,2019-10-09,750ml/瓶,合格
通化葡萄酒股份有限公司,通化干红葡萄酒,662215,宽城区蓝天保真烟酒店,吉林,吉林省通化市前兴路28号,2019-12-30,750ml/瓶,合格
通化葡萄酒股份有限公司,通化干红葡萄酒,662215,通化葡萄酒股份有限公司,吉林,吉林省通化市前兴路28号,2019-05-23,750mL/瓶 酒精度12.5%vol,合格
通化葡萄酒股份有限公司,通化干红葡萄酒,662215,白山市合兴实业股份有限公司欧亚合兴购物中心,吉林,吉林省通化市前兴路28号,2018-07-26,750ml/瓶 酒精度:12%vol,合格
通化葡萄酒股份有限公司,通化干红葡萄酒,662215,吉林市昌邑区火蜻蜓超市,吉林,吉林省通化市前兴路28号,2019-01-03,750mL/瓶 12%VOL,合格
通化葡萄酒股份有限公司,通化干红葡萄酒,662215,吉林市欧亚购物中心有限公司,吉林,吉林省通化市前兴路28号,2017-07-07,750mL/瓶 12%VOL,合格
通化葡萄酒股份有限公司,通化干红葡萄酒,662215,舒兰市百佳超市有限责任公司,吉林,吉林省通化市前兴路28号,2017-06-16,"750ml/瓶
12%vol",合格
通化葡萄酒股份有限公司,通化干红葡萄酒,662215,吉林市昌邑区火蜻蜓超市,吉林,吉林省通化市前兴路28号,2017-04-28,750mL/瓶 12%vol,合格
通化葡萄酒股份有限公司,通化窖藏干红葡萄酒,662161,长春欧亚集团商业连锁经营有限公司钜城店,吉林,吉林省通化市前兴路28号,2021-01-08,750ml/瓶 酒精度：12.5%vol,合格
通化葡萄酒股份有限公司,通化窖藏干红葡萄酒,662161,通化欧亚丽景商业管理有限公司,吉林,吉林省通化市前兴路28号,2018-09-25,750ml/瓶,合格
通化葡萄酒股份有限公司,通化窖藏干红葡萄酒,662161,长春欧亚超市连锁经营有限公司,吉林,吉林省通化市前兴路28号,2017-03-14,750mL/瓶 12%vol ,合格
通化葡萄酒股份有限公司,通化窖藏干红葡萄酒,662161,吉林市昌邑区火蜻蜓超市,吉林,吉林省通化市前兴路28号,2015-09-24,750mL/瓶 12%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒,491267,吉林市丰满区徐蔬集一生鲜超市,/,吉林省通化市前兴路28号,/,720ml/瓶( 酒精度:15%vol),合格
通化葡萄酒股份有限公司,通化葡萄酒,491267,长春欧亚集团商业连锁经营有限公司钜城店,吉林,吉林省通化市前兴路28号,2022-08-08,720ml/瓶 酒精度：15%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒,491267,通化市欣明达商贸有限公司红星分公司,吉林,吉林省通化市前兴路28号,/,740ml/瓶 酒精度15%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒,491267,吉林省威宝恒客隆仓储百货有限公司桂林路店,吉林,吉林省通化市前兴路28号,2021-03-04,720ml/瓶 15%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒,491267,深圳沃尔玛百货零售有限公司长春重庆路分店,吉林,吉林省通化市前兴路28号,2019-06-28,720ml/瓶,合格
通化葡萄酒股份有限公司,通化葡萄酒,491267,德惠市胜利街草根儿购物中心,/,吉林省通化市前兴路28号,2018-03-20,720mL/瓶 15%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒,491267,深圳沃尔玛百货零售有限公司长春重庆路分店,吉林,吉林省通化市前兴路28号,2017-02-20,"720ml/瓶
15%vol",合格
通化葡萄酒股份有限公司,通化寒地山葡萄酒,983963,珲春亿客隆商贸有限公司一分店,吉林,吉林省通化市前兴路28号,2018-01-04,720ml/瓶 7%vol,合格
通化葡萄酒股份有限公司,通化寒地山葡萄酒,983963,长春欧亚超市连锁经营有限公司长沈路店,吉林,吉林省通化市前兴路28号,2018-01-04,720ml/瓶 7%vol,合格
通化葡萄酒股份有限公司,通化特选干白葡萄酒,583153,通化欧亚丽景商业管理有限公司,吉林,吉林省通化市前兴路28号,2018-05-07,750ml/瓶 酒精度:12%vol,合格
通化葡萄酒股份有限公司,通化特选干白葡萄酒,583153,集安市通化葡萄酒经销处,吉林,吉林省通化市前兴路28号,2018-05-07,750ml/瓶,合格
通化葡萄酒股份有限公司,通化特选干白葡萄酒,583153,集安市通化葡萄酒经销处,吉林,吉林省通化市前兴路28号,2018-05-07,750mL/瓶,合格
通化葡萄酒股份有限公司,通化特选干白葡萄酒,583153,白山市合兴实业股份有限公司欧亚合兴购物中心,吉林,吉林省通化市前兴路28号,2017-04-07,750ml/瓶 酒精度:12%vol,合格
通化葡萄酒股份有限公司,通化特选干白葡萄酒,583153,延吉百大集团商业连锁经营有限公司汇鑫超市,吉林,吉林省通化市前兴路28号,2018-05-07,750mL/瓶 12%VOL,合格
通化葡萄酒股份有限公司,通化特选干白葡萄酒,583153,上海京东才奥电子商务有限公司,上海,吉林省通化市前兴路28号,2018-05-07,750ml/瓶 12%vol ,合格
通化葡萄酒股份有限公司,通化特选干白葡萄酒,583153,长春欧亚超市连锁经营有限公司支农大街店,吉林,吉林省通化市前兴路28号,2015-08-28,"750mL/瓶
12%vol",合格
通化葡萄酒股份有限公司,中国通化葡萄酒(红梅),423617,朝阳区隆悦源超市,/,吉林省通化市前兴路28号,2023-03-28,720ml/瓶,合格
通化葡萄酒股份有限公司,中国通化葡萄酒(红梅),423617,松原大润发商业有限公司,/,吉林省通化市前兴路28号,2022-03-10,720ml(酒精度: 15%vol)/瓶,合格
通化葡萄酒股份有限公司,中国通化葡萄酒(红梅),423617,高新技术产业开发区四季香约烟酒行,吉林,吉林省通化市前兴路28号,2020-06-11,720ml/瓶，15%vol,合格
通化葡萄酒股份有限公司,中国通化葡萄酒(红梅),423617,高新技术产业开发区和煦食品批发超市,吉林,吉林省通化市前兴路28号,2021-03-02,720ml/瓶，15%vol,合格
通化葡萄酒股份有限公司,中国通化葡萄酒(红梅),423617,长春市佰醇商贸有限公司,吉林,吉林省通化市前兴路28号,2020-01-13,720ml/瓶,合格
通化葡萄酒股份有限公司,中国通化葡萄酒(红梅),423617,通化葡萄酒股份有限公司,吉林,吉林省通化市前兴路28号,2019-08-01,720mL/瓶 酒精度15%vol,合格
通化葡萄酒股份有限公司,中国通化葡萄酒(红梅),423617,吉林市欧亚购物中心有限公司,吉林,吉林省通化市前兴路28号,2018-01-25,720mL/瓶 15%VOL,合格
通化葡萄酒股份有限公司,中国通化葡萄酒(红梅),423617,长春市新天地超市有限公司临河风景分店,吉林,吉林省通化市前兴路28号,2016-12-06,720ml/瓶15%vol,合格
通化葡萄酒股份有限公司,中国通化葡萄酒（红梅),3019461,吉林市润泰商业有限公司,吉林,吉林省通化市前兴路28号,2021-12-19,720ml/瓶，15%vol,合格
通化葡萄酒股份有限公司,通化高级红山葡萄酒,3019453,吉林市润泰商业有限公司,吉林,吉林省通化市前兴路28号,2021-10-19,725ml/瓶，12%vol,合格
通化葡萄酒股份有限公司,通化牌高级红葡萄酒,2472489,成都家乐福超市有限公司青白江同华店,四川,吉林省通化市前兴路28号,2020-11-26,(12%vol)740ml/瓶	,合格
通化葡萄酒股份有限公司,通化冰韵山葡萄酒,2103197,公主岭市范家屯镇家得乐超市,吉林,吉林省通化市前兴路28号,2019-06-04,720ml/瓶，12%vol,合格
通化葡萄酒股份有限公司,通化冰韵山葡萄酒,2103197,宽城区蓝天保真烟酒店,吉林,吉林省通化市前兴路28号,2019-06-04,720ml/瓶,合格
通化葡萄酒股份有限公司,雅士樽冰酒,2103133,通化市东昌区宜升名酒荟,吉林,吉林省通化市前兴路28号,2018-05-28,375mL/瓶,合格
通化葡萄酒股份有限公司,野玫瑰山葡萄酒,2103057,集安市通化葡萄酒经销处,吉林,吉林省通化市前兴路28号,2018-01-11,480ml/瓶,合格
通化葡萄酒股份有限公司,野玫瑰山葡萄酒,2103057,集安市通化葡萄酒经销处,吉林,吉林省通化市前兴路28号,2018-01-11,480ml/瓶,合格
通化葡萄酒股份有限公司,通化爽口山葡萄加汽露酒,2065649,吉林省久美酒业有限公司,吉林,吉林省通化市前兴路28号,2020-03-12,735ml,合格
通化葡萄酒股份有限公司,通化葡萄酒（红梅）,662291,吉林省久美酒业有限公司,吉林,吉林省通化市前兴路28号,2020-05-22,720ml,合格
通化葡萄酒股份有限公司,通化葡萄酒（红梅）,662291,吉林市昌邑区火蜻蜓超市,吉林,吉林省通化市前兴路28号,2017-04-27,720mL/瓶 15%vol,合格
通化葡萄酒股份有限公司,通化窖藏原汁山葡萄酒,1713567,通化市二道江区丽萍葡萄酒店,吉林,吉林省通化市前兴路28号,2020-01-20,720ml/瓶,合格
通化葡萄酒股份有限公司,通化红梅山葡萄酒12°,1712807,通化县快大茂镇万臣酒类销售处,吉林,吉林省通化市前兴路28号,2019-12-31,720ml/瓶,合格
通化葡萄酒股份有限公司,通化原汁高级山葡萄酒,622557,北京华联综合超市股份有限公司哈尔滨第二分公司,黑龙江,吉林省通化市前兴路28号,2017-06-20,980ml/瓶,合格
通化葡萄酒股份有限公司,通化原汁高级山葡萄酒,622557,长春欧亚集团敦化欧亚敦百购物中心有限公司,吉林,吉林省通化市前兴路28号,2017-05-24,980mL/瓶 酒精度：9%vol,合格
通化葡萄酒股份有限公司,通化原汁高级山葡萄酒,622557,哈尔滨润途商业有限公司,黑龙江,吉林省通化市前兴路28号,2017-06-20,980ml/瓶 9%vol,合格
通化葡萄酒股份有限公司,通化原汁高级山葡萄酒,622557,哈尔滨润富商业有限公司,黑龙江,吉林省通化市前兴路28号,2015-12-21,"980mL/瓶
9%vol",合格
通化葡萄酒股份有限公司,通化庄园干红葡萄酒,1572851,吉林永辉超市有限公司长春宽城万达店,吉林,吉林省通化市前兴路28号,2019-05-23,750ml/瓶，12.5%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒(通化高级红山葡萄酒),1572905,吉林永辉超市有限公司长春宽城万达店,吉林,吉林省通化市前兴路28号,2018-11-22,750ml/瓶，12%vol,合格
通化葡萄酒股份有限公司,通化好日子山葡萄酒,983975,白山市合兴实业股份有限公司欧亚合兴购物中心,吉林,吉林省通化市前兴路28号,2017-06-07,720ml/瓶 酒精度:9%vol,合格
通化葡萄酒股份有限公司,通化好日子山葡萄酒,983975,长春欧亚超市连锁经营有限公司长沈路店,吉林,吉林省通化市前兴路28号,2018-06-29,720ml/瓶 9%vol,合格
通化葡萄酒股份有限公司,高级原汁通化葡萄酒,1038689,白山市浑江区合兴大厦方大名烟名酒专柜,吉林,吉林省通化市前兴路28号,2017-08-21,720mL/盒 酒精度:7%vol,合格
通化葡萄酒股份有限公司,通化小微山葡萄酒,987427,长春欧亚集团松原欧亚购物中心有限公司奥林匹克广场超市,吉林,吉林省通化市前兴路28号,2015-09-29,500mL/瓶酒精度:7%voL,合格
通化葡萄酒股份有限公司,通化如意山葡萄酒,983961,长春欧亚集团辽源欧亚置业有限公司,吉林,吉林省通化市前兴路28号,2018-09-26,720mL/瓶 9%vol,合格
通化葡萄酒股份有限公司,通化优质山葡萄酒,983959,长春欧亚超市连锁经营有限公司长沈路店,吉林,吉林省通化市前兴路28号,2016-01-20,720mL/瓶 7%vol,合格
通化葡萄酒股份有限公司,大橡木桶高级干红葡萄酒,968877,吉林市欧亚购物中心有限公司,吉林,吉林省通化市前兴路28号,2017-12-28,750mL/瓶 12%VOL,合格
通化葡萄酒股份有限公司,大橡木桶高级干红葡萄酒,968877,长春欧佳超市有限公司,吉林,吉林省通化市前兴路28号,2017-09-11,750mL/瓶 12%VOL,合格
通化葡萄酒股份有限公司,通化红梅山葡萄酒15°-红梅傲雪,971007,通化醉翁电子商务有限公司,吉林,吉林省通化市前兴路28号,2018-03-29,750ml/瓶 15%vol,合格
通化葡萄酒股份有限公司,通化脱醇葡萄酒,970999,通化醉翁电子商务有限公司,吉林,吉林省通化市前兴路28号,2018-05-05,720ml/瓶 0.5-1.0%vol,合格
通化葡萄酒股份有限公司,通化红梅山葡萄酒7°,970997,通化醉翁电子商务有限公司,吉林,吉林省通化市前兴路28号,2017-11-21,720ml/瓶 7%vol,合格
通化葡萄酒股份有限公司,特制山葡萄酒,968859,南关区荣成超市,吉林,吉林省通化市前兴路28号,2017-06-26,720mL/瓶 7%vol,合格
通化葡萄酒股份有限公司,通化炫风微气泡山葡萄酒,583155,长春欧佳超市有限公司,吉林,吉林省通化市前兴路28号,2018-01-16,980mL/瓶 7%VOL,合格
通化葡萄酒股份有限公司,通化炫风微气泡山葡萄酒,583155,长春欧亚超市连锁经营有限公司支农大街店,吉林,吉林省通化市前兴路28号,2016-05-04,"980mL/瓶
7%vol",合格
通化葡萄酒股份有限公司,高级红葡萄酒,875859,长春欧亚超市连锁经营有限公司,吉林,吉林省通化市前兴路28号,2018-03-08,740mL/瓶 12%vol,合格
通化葡萄酒股份有限公司,通化微气泡露酒,783405,北京九润源电子商务有限公司,北京,吉林省通化市前兴路28号,2018-01-05,500mL/瓶 7%vol,合格
通化葡萄酒股份有限公司,高级原汁葡萄酒,740813,北京华联综合超市股份有限公司哈尔滨第一分公司,黑龙江,吉林省通化市前兴路28号,2015-11-04,720mL/盒 7%vol,合格
通化葡萄酒股份有限公司,大橡木桶高级干红葡萄酒99,682297,舒兰市百佳超市有限责任公司,吉林,吉林省通化市前兴路28号,2016-09-29,"750mL/瓶
12%vol",合格
通化葡萄酒股份有限公司,通化牌爽口山葡萄酒,423615,长春市新天地超市有限公司临河风景分店,吉林,吉林省通化市前兴路28号,2016-12-28,"500ml/瓶
7%vol",合格
通化葡萄酒股份有限公司,通化精酿红山葡萄酒,56447,通化葡萄酒股份有限公司,吉林,吉林省通化市前兴路28号,2015-08-27,750mL/瓶 12%vol,合格
通化葡萄酒股份有限公司,通化窖酿干红葡萄酒,56445,通化葡萄酒股份有限公司,吉林,吉林省通化市前兴路28号,2015-08-31,750mL/瓶 12%vol,合格
通化葡萄酒股份有限公司,通化窖藏红山葡萄酒,56443,通化葡萄酒股份有限公司,吉林,吉林省通化市前兴路28号,2015-08-28,740mL/瓶 12%vol,合格
通化葡萄酒股份有限公司,通化葡萄酒7度,56427,通化葡萄酒股份有限公司,吉林,吉林省通化市前兴路28号,2015-09-14,720mL/瓶 7%vol,合格
北京三元食品股份有限公司,纯牛奶,377155,大同市华林永泰商贸有限公司延和路分公司,山西,北京市大兴区瀛海瀛昌街8号,2023-08-20,250mL/盒,合格
北京三元食品股份有限公司,纯牛奶,377155,北京南宫恒源商贸有限公司京西恒源超市,北京,北京市大兴区瀛海瀛昌街8号,2023-01-18,250mL/盒,合格
